autores,year,journal,doi,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node
mydlarz_&_harvell,2007,comparative_biochemistry_and_physiology_part_a:_molecular_&_integrative_physiology,,multifocal_purple_spots,gorgonia,aspergillus,immune_response,floridian,,,,,,,,,,,,,,,
mydlarz_&_palmer,2011,comparative_biochemistry_and_physiology_part_a:_molecular_&_integrative_physiology,,immune_response,multiple_genera,floridian,orbicella,montastraea,pseudodiploria,porites,siderastrea,dichocoenia,,,,,,,,,,,
mydlarz_et_al,2008,plos_one,,multifocal_purple_spots,gorgonia,floridian,immune_response,temperature,bleaching_association,,,,,,,,,,,,,,
mydlarz_et_al_,2009,diseases_of_aquatic_organisms,,yellow_band_disease,orbicella,immune_response,temperature,greater_antilles,,,,,,,,,,,,,,,
mydlarz_et_al_,2010,the_journal_of_experimental_biology,,reviews,climate_change,temperature,immune_response,multiple_diseases,,,,,,,,,,,,,,,
myers_&_raymundo,2009,diseases_of_aquatic_organisms,,multiple_diseases,prevalence/incidence,mariana_islands,multiple_genera,,,,,,,,,,,,,,,,
myers_&_richardson,2009,fems_microbiology_ecology,,black_band_disease,cyanobacterial_photosynthetic_performance,eastern_caribbean,geitlerinema,leptolyngbya,oscillatoria,bahamian,eastern_philippines,pathogen_metabolites,chemical_microenvironment,,,,,,,,,,
myers_et_al,2007,applied_and_environmental_microbiology,,black_band_disease,cyanobacterial_assemblage,chemical_microenvironment,bahamian,eastern_caribbean,eastern_philippines,meandrina,floridian,multiple_genera,,,,,,,,,,,
nagelkerken_et_al,1997,marine_ecology_progress_series,,multiple_diseases,gorgonia,prevalence/incidence,spatial_patterns,coral_mortality,snail_predation,algal_tumors,bahamian,eastern_caribbean,greater_antilles,southern_caribbean,floridian,guianan,depth,population_structure,southwestern_caribbean,,,,
navas-camacho_et_al,2010,revista_de_biologia_tropical,,multiple_diseases,panama_bight,spatial_patterns,temporal_pattern,multiple_genera,depth,,,,,,,,,,,,,,
navas-camacho_et_al,2010,revista_de_biologia_tropical,,multiple_diseases,multiple_genera,southwestern_caribbean,prevalence/incidence,,,,,,,,,,,,,,,,
negri_et_al,2009,marine_ecology_progress_series,10.3354/meps07933,acropora,bacillus,transmission,central_southern_great_barrier_reef,,,,,,,,,,,,,,,,
ng_et_al,2015,frontiers_in_microbiology,,growth_anomalies,platygyra,southern_china,bacterial_assemblage,,,,,,,,,,,,,,,,
nicolet_et_al,2013,coral_reefs,,brown_band_syndrome,advance_rate,fish_predation,central_southern_great_barrier_reef,snail_predation,transmission,mechanical_injury,acropora,,,,,,,,,,,,
nughes_&_bak,2007,coral_reefs,,dark_spot_disease,stephanocoenia,southern_caribbean,sign_description,,,,,,,,,,,,,,,,
nugues,2002,marine_ecology_progress_series,,multiple_diseases,eastern_caribbean,spatial_patterns,coral_mortality,multiple_genera,,,,,,,,,,,,,,,
nugues_&_bak,2009,coral_reefs,,brown_band_syndrome,palawan/north_borneo,acropora,starfish_predation,,,,,,,,,,,,,,,,
nugues_et_al,2004,ecology_letters,,white_plague,macroalgae,prevalence/incidence,southern_caribbean,orbicella,,,,,,,,,,,,,,,
olivera_espinosa_et_al,2010,revista_de_biologia_tropical,,multiple_diseases,multiple_genera,prevalence/incidence,greater_antilles,,,,,,,,,,,,,,,,
onton_et_al,2011,marine_ecology_progress_series,,prevalence/incidence,multiple_genera,ningaloo,multiple_diseases,,,,,,,,,,,,,,,,
page_&_stoddart,2010,coral_reefs,,multiple_diseases,exmouth_to_broome,multiple_genera,baseline,,,,,,,,,,,,,,,,
page_&_wilis,2006,diseases_of_aquatic_organisms,,black_band_disease,prevalence/incidence,multiple_genera,spatial_patterns,torres_strait_northern_great_barrier_reef,central_southern_great_barrier_reef,tweed_moreton,,,,,,,,,,,,,
page_&_wilis,2008,coral_reefs,,skeletal_eroding_band,prevalence/incidence,spatial_patterns,torres_strait_northern_great_barrier_reef,central_southern_great_barrier_reef,advance_rate,mechanical_injury,halofolliculina,maldives,multiple_genera,host_range,,,,,,,,,
page_et_al,2009,diseases_of_aquatic_organisms,,west_caroline_islands,mpa,multiple_diseases,prevalence/incidence,multiple_genera,,,,,,,,,,,,,,,
page_et_al,2017,environmental_monitoring_and_assessment,10.1007/s10661-016-5743-z,multiple_diseases,multiple_genera,prevalence/incidence,method_comparison,exmouth_to_broome,,,,,,,,,,,,,,,
palmer_&_gates,2010,coral_reefs,,skeletal_eroding_band,hawaii,sign_description,montipora,pocillopora,,,,,,,,,,,,,,,
palmer_et_al,2009,biological_bulletin,,porites,immune_response,trematodiasis,hawaii,,,,,,,,,,,,,,,,
palmer_et_al,2010,the_faseb_journal,,immune_response,central_southern_great_barrier_reef,multiple_genera,bleaching_association,skeletal_eroding_band,,,,,,,,,,,,,,,
palmer_et_al,2011,developmental_and_comparative_immunology,,immune_response,bleaching_association,white_syndrome,central_southern_great_barrier_reef,acropora,,,,,,,,,,,,,,,
palmer_et_al,2011,the_journal_of_experimental_biology,,immune_response,temperature,pathogen_elicitor,floridian,orbicella,stephanocoenia,porites,,,,,,,,,,,,,
palmer_et_al,2012,proceedings_of_the_royal_society_b,,immune_response,baseline,central_southern_great_barrier_reef,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,
pantos_&_bythell,2006,diseases_of_aquatic_organisms,,white_band_disease,acropora,bacterial_assemblage,eastern_caribbean,,,,,,,,,,,,,,,,
pantos_et_al,2003,environmental_microbiology,,bacterial_assemblage,orbicella,eastern_caribbean,white_plague,,,,,,,,,,,,,,,,
patterson_et_al,2002,proceedings_of_the_national_academy_of_sciences_of_the_united_states_of_america,,white_pox,acropora,floridian,koch's_postulates,,,,,,,,,,,,,,,,
pereira_de_castro_et_al,2010,microbial_ecology,,eastern_brazil,bacterial_assemblage,mussismilia,paling_and_necrosis,,,,,,,,,,,,,,,,
perez-fuentes_et_al,2014,international journal of modern engineering research,,multiple_diseases,colpophyllia,orbicella,montastraea,porites,siderastrea,southern_gulf_of_mexico,bacterial_assemblage,sewage/nutrients,,,,,,,,,,,
peters,1984,helgolander_meeresuntersuchungen,,multiple_diseases,multiple_genera,eastern_caribbean,greater_antilles,sedimentation/turbidity,prevalence/incidence,microbial_assemblage,,,,,,,,,,,,,
peters_et_al,1983,journal_of_invertebrate_pathology,,white_band_disease,acropora,eastern_caribbean,sign_description,,,,,,,,,,,,,,,,
peters_et_al,1986,journal_of_the_national_cancer_institute,,growth_anomalies,acropora,floridian,sign_description,advance_rate,,,,,,,,,,,,,,,
petes_et_al,2003,marine_ecology_progress_series,,multifocal_purple_spots,gorgonia,coral_fecundity,aspergillus,immune_response,floridian,,,,,,,,,,,,,,
piskorska_et_al,2007,african_journal_of_environmental_science_and_technology,,white_syndrome,echinopora,east_african_coral_coast,microbial_assemblage,,,,,,,,,,,,,,,,
pollock_et_al,2010,environmental_microbiology_reports,,white_syndrome,vibrio,pathogen_characterization,west_caroline_islands,southeastern_brazil,east_african_coral_coast,greater_antilles,central_southern_great_barrier_reef,,,,,,,,,,,,
pollock_et_al,2011,plos_pathogens,,research_framework,multiple_diseases,detection/diagnostic,,,,,,,,,,,,,,,,,
pollock_et_al,2014,plos_one,,sedimentation/turbidity,multiple_genera,multiple_diseases,prevalence/incidence,exmouth_to_broome,,,,,,,,,,,,,,,
pollock_et_al,2014,marine_ecology_progress_series,,torres_strait_northern_great_barrier_reef,acropora,white_syndrome,viral_assemblage,,,,,,,,,,,,,,,,
pollock_et_al,2015,coral_reefs,10.1038/nclimate2625,vibrio,montipora,white_syndrome,exmouth_to_broome,pathogen_infection,,,,,,,,,,,,,,,
pollock_et_al,2010,applied_and_environmental_microbiology,,vibrio,detection/diagnostic,montipora,acropora,pachyseris,pocillopora,pseudodiploria,central_southern_great_barrier_reef,marshall_islands,west_caroline_islands,east_african_coral_coast,northern_and_central_red_sea,greater_antilles,,,,,,,
pollock_et_al,2017,applied_and_environmental_microbiology,10.1128/AEM.02799-16,white_syndrome,acropora,torres_strait_northern_great_barrier_reef,bacterial_assemblage,temporal_pattern,season_effect,,,,,,,,,,,,,,
polson_et_al,2009,proceedings_11_icrs,,white_syndrome,bacterial_bleaching,detection/diagnostic,aurantimonas_coralicida,serratia_marcescens,vibrio,floridian,greater_antilles,eastern_caribbean,,,,,,,,,,,
ponti_et_al,2016,peerj,,multiple_diseases,multiple_genera,sulawesi_sea/makassar_strait,baseline,,,,,,,,,,,,,,,,
porter_et_al,2001,hydrobiologia,,multiple_diseases,spatial_patterns,temporal_pattern,floridian,multiple_genera,,,,,,,,,,,,,,,
porter_et_al,2011,journal_of_experimental_marine_biology_and_ecology,,dark_spot_disease,temporal_pattern,prevalence/incidence,coral_mortality,orbicella,siderastrea,stephanocoenia,floridian,,,,,,,,,,,,
pratte_et_al,2016,diseases_of_aquatic_organisms,10.3354/dao03074,white_plague,pseudodiploria,diploria,floridian,transmission,gall_crabs_presence,sign_description,microbial_assemblage,,,,,,,,,,,,
pratte,2013,diseases_of_aquatic_organisms,10.3354/dao02664,multiple_diseases,reviews,gene_expression,,,,,,,,,,,,,,,,,
precht_et_al,2016,scientific_reports,,white_plague,outbreak,floridian,spatial_patterns,multiple_genera,,,,,,,,,,,,,,,
putchim_et_al,2012,phuket_marine_biological_center_research_bulletin,,multiple_diseases,porites,bleaching_association,prevalence/incidence,andaman_sea_coral_coast,,,,,,,,,,,,,,,
qiu_et_al,2010,applied_and_environmental_microbiology,,ciliate_assemblage,acropora,gulf_of_tonkin,brown_band_syndrome,pathogen_characterization,,,,,,,,,,,,,,,
raghukumar_&_raghukumar,1991,marine_ecology,,white_syndrome,pocillopora,favia,porites,montipora,andaman_and_nicobar_islands,scolecobasidium,,,,,,,,,,,,,
ramesh_et_al,2014,indian_journal_of_geo-marine_sciences,,multiple_diseases,prevalence/incidence,multiple_genera,andaman_and_nicobar_islands,,,,,,,,,,,,,,,,
ramos-flores,1983,biological_bulletin,,black_band_disease,orbicella,southern_caribbean,sign_description,,,,,,,,,,,,,,,,
randall_&_van_woesik,2015,nature_climate_change,,white_band_disease,acropora,temperature,climate_change,outbreak,temporal_pattern,,,,,,,,,,,,,,
randall_et_al,2014,coral_reefs,,ciliate_assemblage,orbicella,siderastrea,floridian,sign_description,,,,,,,,,,,,,,,
randall_et_al,2014,ecology,,multiple_diseases,eastern_caribbean,temperature,temporal_pattern,western_caribbean,southern_gulf_of_mexico,southwestern_caribbean,spatial_patterns,,,,,,,,,,,,
randall_et_al_,2016,plos_one,,dark_spot_disease,transmission,siderastrea,bacterial_assemblage,floridian,,,,,,,,,,,,,,,
rasoulouniriana_et_al,2009,diseases_of_aquatic_organisms,,black_band_disease,pseudoscillatoria_coralli,favia,northern_and_central_red_sea,pathogen_characterization,,,,,,,,,,,,,,,
ravindran_&_raghukumar,2006,marine_biology,,pink_syndrome,porites,prevalence/incidence,transmission,phormidium,maldives,curvularia_lunata,aspergillus,chemical_microenvironment,,,,,,,,,,,
ravindran_&_raghukumar,2006,current_science,,pink_syndrome,porites,sign_description,maldives,,,,,,,,,,,,,,,,
ravindran_&_raghukumar,2002,coral_reefs,,pink_syndrome,porites,sign_description,maldives,,,,,,,,,,,,,,,,
ravindran_et_al,2001,diseases_of_aquatic_organisms,,fungal_assemblage,porites,maldives,pink_syndrome,,,,,,,,,,,,,,,,
ravindran_et_al,1999,current_science,,multiple_diseases,multiple_genera,baseline,maldives,andaman_and_nicobar_islands,western_india,,,,,,,,,,,,,,
raymundo_et_al,2003,diseases_of_aquatic_organisms,,white_syndrome,porites,eastern_philippines,sign_description,advance_rate,prevalence/incidence,transmission,host_range,,,,,,,,,,,,
raymundo_et_al,2005,diseases_of_aquatic_organisms,,multiple_diseases,eastern_philippines,baseline,multiple_genera,,,,,,,,,,,,,,,,
raymundo_et_al,2009,proceedings_of_the_national_academy_of_sciences,,fish_assemblage,eastern_philippines,prevalence/incidence,multiple_diseases,mpa,,,,,,,,,,,,,,,
redding_et_al,2013,marine_pollution_bulletin,,white_syndrome,porites,sewage/nutrients,mariana_islands,,,,,,,,,,,,,,,,
reis_et_al,2009,journal_of_applied_microbiology,10.1111/j.1365-2672.2008.04106.x,paling_and_necrosis,bacterial_assemblage,mussismilia,eastern_brazil,,,,,,,,,,,,,,,,
remily_&_richardson,2006,microbial_ecology,,white_plague,aurantimonas_coralicida,pathogen_characterization,floridian,dichocoenia,dendrogyra,diploria,temperature,chemical_microenvironment,ph,water_dissolved_oxygen,,,,,,,,,
renegar_et_al,2008,proceedings_11_icrs,,dark_spot_disease,sign_description,siderastrea,agaricia,bahamian,pathogen_characterization,,,,,,,,,,,,,,
renegar_et_al,2007,microscopy_&_microanalysis,,dark_spot_disease,siderastrea,sign_description,,,,,,,,,,,,,,,,,
reshef_et_al,2006,environmental_microbiology,,microbial_assemblage,research_framework,,,,,,,,,,,,,,,,,,
reshef_et_al,2008,archives_of_microbiology,,bacterial_bleaching,vibrio,pathogen_characterization,oculina,levantine_sea,,,,,,,,,,,,,,,
richards_et_al_,2008,proceedings_11_icrs,,yellow_band_disease,prevalence/incidence,temporal_pattern,montastraea,southern_caribbean,orbicella,,,,,,,,,,,,,,
richardson,1996,microbial_ecology,,black_band_disease,phormidium,beggiatoa,floridian,montastraea,colpophyllia,pseudodiploria,microbial_motility,,,,,,,,,,,,
richardson,1997,bulletin_of_marine_science,,black_band_disease,phormidium,floridian,microalgal_assemblage,,,,,,,,,,,,,,,,
richardson,1998,trends_in_ecology_and_evolution,,multiple_diseases,reviews,multiple_genera,,,,,,,,,,,,,,,,,
richardson,1992,aaus 12th symposium proceedings,,red_band_disease,sign_description,bahamian,multiple_genera,,,,,,,,,,,,,,,,
richardson_&_aronson,2000,proceedings_9_icrs,,reviews,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,,
richardson_&_carlton,1993,aaus 13th symposium proceedings,,black_band_disease,chemical_microenvironment,floridian,orbicella,,,,,,,,,,,,,,,,
richardson_&_kuta,2003,fems_microbiology_ecology,,black_band_disease,phormidium,floridian,cyanobacterial_photosynthetic_performance,temperature,light,chemical_microenvironment,,,,,,,,,,,,,
richardson_et_al,1997,proceedings_8_icrs,,black_band_disease,orbicella,chemical_microenvironment,light,floridian,,,,,,,,,,,,,,,
richardson_et_al,1998,nature,,floridian,sphingomonas,spatial_patterns,prevalence/incidence,multiple_genera,pathogen_characterization,transmission,,,,,,,,,,,,,
richardson_et_al,1998,revista_de_biología_tropical,,white_plague,floridian,multiple_genera,advance_rate,microbial_assemblage,transmission,chemical_microenvironment,,,,,,,,,,,,,
richardson_et_al,2001,hydrobiologia,,reviews,black_band_disease,white_plague,aspergillosis,white_band_disease,,,,,,,,,,,,,,,
richardson_et_al,2005,revista_de_biología_tropical,,white_plague,aurantimonas_coralicida,detection/diagnostic,bahamian,,,,,,,,,,,,,,,,
richardson_et_al,2007,fems_microbiology_letters,,black_band_disease,pathogen_metabolites,floridian,bahamian,eastern_caribbean,eastern_philippines,multiple_genera,,,,,,,,,,,,,
richardson_et_al,2009,diseases_of_aquatic_organisms,,black_band_disease,colpophyllia,pathogen_metabolites,chemical_microenvironment,bahamian,floridian,orbicella,siderastrea,pathogen_metabolites,,,,,,,,,,,
richardson_et_al,2014,life,,reviews,roseofilum,black_band_disease,,,,,,,,,,,,,,,,,
richarson_&_ragoonath,2008,revista_de_biología_tropical,,black_band_disease,geitlerinema,pathogen_characterization,floridian,orbicella,light,,,,,,,,,,,,,,
richarson_&_voss,2005,marine_ecology_progress_series,,white_plague,temporal_pattern,dichocoenia,floridian,prevalence/incidence,,,,,,,,,,,,,,,
riegl,2002,marine_biology,,multiple_diseases,persian_gulf,temperature,prevalence/incidence,multiple_genera,,,,,,,,,,,,,,,
riegls_&_antonius,2003,coral_reefs,,acropora,halofolliculina,skeletal_eroding_band,mascarene_islands,torres_strait_northern_great_barrier_reef,,,,,,,,,,,,,,,
ritchie_&_smith,1995,molecular_marine_biology_and_biotechnology,,white_band_disease,acropora,pathogen_characterization,bahamian,,,,,,,,,,,,,,,,
ritchie_&_smith,1998,revista_de_biología_tropical,,white_band_disease,sign_description,advance_rate,bahamian,,,,,,,,,,,,,,,,
roder_et_al,2014,the_isme_journal,10.1038/ismej.2013.127,white_plague,microbial_assemblage,gulf_of_thailand,pavona,porites,,,,,,,,,,,,,,,
roder_et_al,2014,molecular_ecology,10.1111/mec.12638,white_plague,microbial_assemblage,spatial_patterns,greater_antilles,orbicella,,,,,,,,,,,,,,,
roder_et_al,2013,continental_shelf_research,10.1016/j.csr.2012.11.017,multiple_diseases,porites,baseline,gulf_of_tonkin,,,,,,,,,,,,,,,,
rodriguez_&_croquer,2008,coral_reefs,,black_band_disease,southern_caribbean,pseudodiploria,up-welling,prevalence/incidence,orbicella,,,,,,,,,,,,,,
rodriguez_et_al_,2008,coral_reefs,,caribbean_ciliate_infection,transmission,halofolliculina,temperature,southwestern_caribbean,agaricia,depth,mechanical_injury,,,,,,,,,,,,
rodriguez-martinez_et_al,2001,diseases_of_aquatic_organisms,,white_syndrome,acropora,western_caribbean,sign_description,prevalence/incidence,,,,,,,,,,,,,,,
rodriguez-martinez_et_al,2016,peerj,,yellow_band_disease,orbicella,western_caribbean,mechanical_injury,lesion_regeneration,,,,,,,,,,,,,,,
rodriguez-villalobos_et_al,2015,diseases_of_aquatic_organisms,,white_syndrome,starfish_predation,fish_predation,snail_predation,pocillopora,cortezian,mexican_tropical_pacific,,,,,,,,,,,,,
rodriguez-villalobos_et_al,2014,journal_of_invertebrate_pathology,10.1016/j.jip.2014.04.007,multiple_diseases,pocillopora,sign_description,prevalence/incidence,spatial_patterns,host_range,cortezian,mexican_tropical_pacific,chiapas_nicaragua,,,,,,,,,,,
roff,2016,coral_reefs,,black_band_disease,favia,sign_description,,,,,,,,,,,,,,,,,
roff_et_al,2006,coral_reefs,,white_syndrome,acropora,resource_allocation,zooxanthellae_photosynthetic_performance,central_southern_great_barrier_reef,zooxanthellae_damage,,,,,,,,,,,,,,
roff_et_al,2008,journal_of_phycology,,multiple_diseases,zooxanthellae_photosynthetic_performance,multiple_genera,central_southern_great_barrier_reef,sign_description,,,,,,,,,,,,,,,
roff_et_al,2008,coral_reefs,,white_syndrome,acropora,zooxanthellae_photosynthetic_performance,central_southern_great_barrier_reef,zooxanthellae_damage,,,,,,,,,,,,,,,
roff_et_al,2011,plos_one,,white_syndrome,prevalence/incidence,spatial_patterns,central_southern_great_barrier_reef,advance_rate,acropora,sign_description,transmission,,,,,,,,,,,,
rogers,2010,diseases_of_aquatic_organisms,,research_framework,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,,
rogers_&_miller,2013,science,,multiple_diseases,multiple_genera,reviews,,,,,,,,,,,,,,,,,
rogers_&_muller,2012,coral_reefs,,multiple_diseases,acropora,eastern_caribbean,population_structure,mechanical_injury,population_structure,,,,,,,,,,,,,,
rogers_et_al,2005,coral_reefs,,white_pox,eastern_caribbean,greater_antilles,acropora,temporal_pattern,,,,,,,,,,,,,,,
rogers_et_al,2009,caribbean_journal_of_science,,multiple_diseases,multiple_genera,bleaching_association,reviews,,,,,,,,,,,,,,,,
rosenberg_&_ben-haim,2002,environmental_microbiology,,reviews,multiple_diseases,temperature,,,,,,,,,,,,,,,,,
rosenberg_et_al,2007,nature_reviews_microbiology,,reviews,microbial_assemblage,multiple_diseases,multiple_genera,,,,,,,,,,,,,,,,
rouze_et_al,2016,ecology_and_evolution,,zooxanthellae_assemblage,acropora,vibrio,white_syndrome,tuamotus,,,,,,,,,,,,,,,
rubio-portillo_et_al,2014,the_isme_journal,,bacterial_bleaching,oculina,vibrio,season_effect,western_mediterranean,,,,,,,,,,,,,,,
ruiz-diaz_et_al,2016,peerj,,multifocal_purple_spots,gorgonia,greater_antilles,depth,lesion_regeneration,temperature,salinity,light,,,,,,,,,,,,
ruiz-diaz_et_al,2016,marine_ecology,,multifocal_purple_spots,gorgonia,greater_antilles,disease_control,,,,,,,,,,,,,,,,
ruiz-diaz_et_al,2013,journal_of_theoretical_biology,,unnamed_disease,immune_response,gorgonia,mathematical_model,,,,,,,,,,,,,,,,
ruiz-moreno_et_al,2012,diseases_of_aquatic_organisms,,multiple_diseases,multiple_genera,prevalence/incidence,temporal_pattern,temperature,bermuda,greater_antilles,southern_caribbean,western_caribbean,eastern_caribbean,southwestern_caribbean,central_southern_great_barrier_reef,hawaii,eastern_philippines,torres_strait_northern_great_barrier_reef,,,,,
rutzler_&_santavy,1983,marine_ecology,,black_band_disease,pathogen_characterization,sign_description,western_caribbean,bermuda,phormidium,,,,,,,,,,,,,,
rutzler_et_al,1983,marine_ecology,,black_band_disease,phormidium,western_caribbean,bermuda,orbicella,spatial_patterns,advance_rate,pseudodiploria,sign_description,transmission,,,,,,,,,,
rypien_&_andras,2008,molecular_ecology_resources,,aspergillosis,bahamian,southern_caribbean,aspergillus,eastern_caribbean,microsatellites,gorgonia,,,,,,,,,,,,,
rypien_&_baker,2009,diseases_of_aquatic_organisms,,aspergillosis,aspergillus,snail_predation,bahamian,gorgonia,,,,,,,,,,,,,,,
sabat_et_al,2015,journal_of_marine_biology,,multifocal_purple_spots,gorgonia,mathematical_model,population_structure,prevalence/incidence,coral_recruitment,,,,,,,,,,,,,,
sabdono_&_radjasa,2006,journal_of_coastal_development,,black_band_disease,commensal_microbe_metabolites,immune_response,bacillus,myroides,alcaligenes,sunda_shelf/java_sea,,,,,,,,,,,,,
sabdono_et_al,2014,international_journal_of_zoological_research,,multiple_diseases,baseline,prevalence/incidence,multiple_genera,season_effect,sunda_shelf/java_sea,,,,,,,,,,,,,,
sanchez_et_al,2010,revista_de_biología_tropical,,white_plague,southwestern_caribbean,outbreak,multiple_genera,temporal_pattern,,,,,,,,,,,,,,,
sanchez_et_al,2011,boletin_de_investigaciones_marinas_&_costeras,,soft_coral_tissue_loss,multiple_genera,panama_bight,prevalence/incidence,,,,,,,,,,,,,,,,
sanchez_et_al,2014,revista_de_biologia_tropical,,multifocal_purple_spots,panama_bight,multiple_genera,outbreak,,,,,,,,,,,,,,,,
santavy_&_peters,1997,proceedings_8_icrs,,multiple_diseases,multiple_genera,reviews,,,,,,,,,,,,,,,,,
santavy_et_al,1999,coral_reefs,,yellow_band_disease,outbreak,orbicella,southwestern_caribbean,,,,,,,,,,,,,,,,
santavy_et_al,2001,hydrobiologia,,multiple_diseases,multiple_genera,floridian,temporal_pattern,spatial_patterns,prevalence/incidence,,,,,,,,,,,,,,
santavy_et_al,2005,environmental_monitoring_and_assessment,,multiple_diseases,floridian,multiple_genera,prevalence/incidence,,,,,,,,,,,,,,,,
sato_et_al,2009,proceedings_of_the_royal_society_b,,black_band_disease,prevalence/incidence,season_effect,coral_mortality,montipora,transmission,central_southern_great_barrier_reef,temporal_pattern,,,,,,,,,,,,
sato_et_al,2010,the_isme_journal,,black_band_disease,cyanobacterial_assemblage,central_southern_great_barrier_reef,temporal_pattern,advance_rate,montipora,,,,,,,,,,,,,,
sato_et_al,2011,coral_reefs,,black_band_disease,advance_rate,montipora,central_southern_great_barrier_reef,zooxanthellae_photosynthetic_performance,temperature,light,,,,,,,,,,,,,
sato_et_al,2013,environmental_microbiology,,black_band_disease,archaeal_assemblage,bacterial_assemblage,central_southern_great_barrier_reef,,,,,,,,,,,,,,,,
sato_et_al,2016,environmental_microbiology,,black_band_disease,reviews,research_framework,pathogenesis,,,,,,,,,,,,,,,,
sato_et_al,2017,scientific_reports,10.1038/srep40455,black_band_disease,gene_expression,microbial_assemblage,cyanobacterial_assemblage,montipora,central_southern_great_barrier_reef,,,,,,,,,,,,,,
scaps_&_haapkyla,2011,galaxea_journal_of_coral_reefs_studies,,white_syndrome,porites,band_sea,andaman_sea_coral_coast,sign_description,,,,,,,,,,,,,,,
sekar_et_al,2006,applied_and_environmental_microbiology,,black_band_disease,microbial_assemblage,siderastrea,bahamian,,,,,,,,,,,,,,,,
sekar_et_al,2008,marine_ecology_progress_series,,black_band_disease,microbial_assemblage,siderastrea,bahamian,eastern_caribbean,floridian,sewage/nutrients,,,,,,,,,,,,,
sekar_et_al,2009,applied_and_environmental_microbiology,,black_band_disease,cyanobacterial_assemblage,siderastrea,pseudodiploria,floridian,eastern_caribbean,microbial_assemblage,method_comparison,bahamian,,,,,,,,,,,
sere_et_al,2016,peerj,,black_band_disease,sign_description,bacterial_assemblage,advance_rate,pathogen_characterization,mascarene_islands,porites,,,,,,,,,,,,,
sere_et_al,2015,molecular_ecology,,white_syndrome,porites,mascarene_islands,western_and_northern_madagascar,pathogen_characterization,,,,,,,,,,,,,,,
séré_et_al,2012,coral_reefs,,porites,white_syndrome,agulhas_bank,sign_description,mascarene_islands,,,,,,,,,,,,,,,
séré_et_al,2013,plos_one,,porites,delagoa,white_syndrome,bacterial_assemblage,sign_description,mascarene_islands,western_and_northern_madagascar,,,,,,,,,,,,,
séré_et_al,2015,diseases_of_aquatic_organisms,,multiple_diseases,sign_description,prevalence/incidence,temporal_pattern,spatial_patterns,delagoa,multiple_genera,mascarene_islands,western_and_northern_madagascar,,,,,,,,,,,
seveso_et_al,2012,marine_environmental_research,,skeletal_eroding_band,acropora,maldives,homeostatic_response,turf_algae,macroalgae,,,,,,,,,,,,,,
seveso_et_al,2015,diseases_of_aquatic_organisms,,brown_band_syndrome,homeostatic_response,acropora,maldives,,,,,,,,,,,,,,,,
seveso_et_al,2016,cell_stress_chaperones,10.1007/s12192-016-0756-7,black_band_disease,goniopora,maldives,homeostatic_response,,,,,,,,,,,,,,,,
shenkar_et_al,2005,marine_ecology_progress_series,,bacterial_bleaching,oculina,temporal_pattern,population_structure,coral_mortality,levantine_sea,,,,,,,,,,,,,,
sheridan_et_al,2014,marine_environmental_research,,white_syndrome,sedimentation/turbidity,western_and_northern_madagascar,prevalence/incidence,,,,,,,,,,,,,,,,
sheridan_et_al,2013,aquaculture,10.1016/j.aquaculture.2013.02.037,multiple_diseases,multiple_genera,reviews,aquaria,,,,,,,,,,,,,,,,
shrives_et_al,2008,proceedings_11_icrs,,black_band_disease,western_caribbean,prevalence/incidence,sedimentation/turbidity,advance_rate,multiple_genera,,,,,,,,,,,,,,
smith,2013,journal of the south caroline academy of science,,aspergillosis,pseudopterogorgia,bermuda,prevalence/incidence,pathogen_characterization,,,,,,,,,,,,,,,
smith_&_thomas,2008,proceedings_11_icrs,,white_band_disease,colony_growth,transmission,acropora,floridian,,,,,,,,,,,,,,,
smith_et_al,2015,plos_one,,bacterial_assemblage,ciliate_assemblage,white_syndrome,echinopora,aquaria,disease_control,,,,,,,,,,,,,,
smith_et_al,2010,coral_reefs,,multiple_diseases,mesophotic_corals,coral_mortality,multiple_genera,greater_antilles,,,,,,,,,,,,,,,
smith_et_al,2008,marine_pollution_bulletin,,multiple_diseases,multiple_genera,eastern_caribbean,prevalence/incidence,coral_mortality,,,,,,,,,,,,,,,
smith_et_al,1998,revista_de_biologia_tropical,,aspergillosis,gorgonia,aspergillus,pathogenesis,sign_description,bahamian,,,,,,,,,,,,,,
smith_et_al,1996,nature,,multifocal_purple_spots,gorgonia,bahamian,eastern_caribbean,southern_caribbean,guianan,pathogen_characterization,,,,,,,,,,,,,
soffer_et_al,2014,the_isme_journal,10.1038/ismej.2013.137,white_plague,viral_assemblage,eastern_caribbean,orbicella,bleaching_association,,,,,,,,,,,,,,,
soffer_et_al,2014,environmental_microbiology,10.1111/1462-2920.12553,white_plague,orbicella,bacterial_assemblage,eastern_caribbean,archaeal_assemblage,viral_assemblage,,,,,,,,,,,,,,
sokolow,2009,diseases_of_aquatic_organisms,,reviews,multiple_diseases,climate_change,,,,,,,,,,,,,,,,,
sokolow_et_al,2009,journal_of_applied_ecology,,mathematical_model,metapopulation_dynamics,floridian,white_plague,,,,,,,,,,,,,,,,
